country,Top Keyword,sentiment
Ireland,Derry,neutral
Ireland,Tipperary,neutral
Ireland,gun,neutral
Ireland,assault,negative
Ireland,protest,neutral
Ireland,alcohol,neutral
Ireland,school,neutral
Ireland,Done,positive
Ireland,Irish,neutral
Ireland,road,neutral
Ireland,government,neutral
Ireland,Wexford,neutral
Ireland,Tyrone,neutral
Ireland,robbery,neutral
Ireland,rate,neutral
Ireland,Sea,neutral
Ireland,Murder,neutral
Ireland,inflation,neutral
Ireland,funeral,neutral
Ireland,Lou,neutral
Ireland,heroin,positive
Ireland,laptop,neutral
Ireland,theft,negative
Ireland,prison,neutral
Ireland,rights,neutral
Ireland,Dublin,neutral
Ireland,Zimbabwe,neutral
Ireland,Russia,neutral
Ireland,Georgia,neutral
Ireland,murder,negative
Ireland,Belfast,neutral
Ireland,Iran,neutral
Ireland,Pakistan,neutral
Ireland,bail,neutral
Ireland,Iraq,neutral
Ireland,peace,positive
Ireland,protest,neutral
Ireland,Dar,neutral
Ireland,Lisbon,neutral
Ireland,bomb,neutral
Ireland,crash,neutral
Ireland,Afghanistan,neutral
Ireland,shooting,neutral
Ireland,Hurricane,neutral
Ireland,Ireland,neutral
Ireland,Sudan,neutral
Ireland,suicide,negative
Ireland,Lou,neutral
Ireland,Cork,neutral
Ireland,Galway,neutral
Ireland,cannabis,neutral
Ireland,robbery,neutral
Ireland,hit,neutral
Ireland,Derry,neutral
Ireland,Syria,neutral
Ireland,radar,neutral
Ireland,Tao,neutral
Ireland,genocide,negative
Ireland,trial,neutral
Ireland,Clare,neutral
Ireland,India,neutral
Ireland,car,neutral
Ireland,Beijing,neutral
Ireland,heroin,positive
Ireland,dead,neutral
Ireland,Waterford,neutral
Ireland,Suicide,negative
Ireland,Tropical,neutral
Ireland,running,neutral
Ireland,mate,neutral
Ireland,Storm,neutral
Ireland,bombing,neutral
Ireland,financial,neutral
Ireland,melt,neutral
Ireland,South,neutral
Ireland,Dublin,neutral
Ireland,murder,negative
Ireland,Ling,neutral
Ireland,Pakistan,neutral
Ireland,Iraq,neutral
Ireland,Lisbon,neutral
Ireland,Zimbabwe,neutral
Ireland,Israel,neutral
Ireland,man,neutral
Ireland,Belfast,neutral
Ireland,Mumbai,neutral
Ireland,Gaza,neutral
Ireland,Georgia,neutral
Ireland,robbery,neutral
Ireland,Kilkenny,neutral
Ireland,financial,neutral
Ireland,assault,negative
Ireland,Government,neutral
Ireland,medical,neutral
Ireland,card,neutral
Ireland,crisis,neutral
Ireland,bail,neutral
Ireland,chief,neutral
Ireland,economic,neutral
Ireland,stabbing,negative
Ireland,bomb,neutral
Ireland,house,neutral
Ireland,Ryan,neutral
Ireland,government,neutral
Ireland,North,neutral
Ireland,guarantee,neutral
Ireland,Syria,neutral
Ireland,and,neutral
Ireland,attacks,neutral
Ireland,road,neutral
Ireland,crash,neutral
Ireland,climate,neutral
Ireland,missing,neutral
Ireland,Dar,neutral
Ireland,protest,neutral
Ireland,Cuba,neutral
Ireland,people,neutral
Ireland,Christmas,positive
Ireland,cocaine,neutral
Ireland,stimulus,neutral
Ireland,strike,neutral
Ireland,pork,neutral
Ireland,Korea,neutral
Ireland,Aid,neutral
Ireland,bank,neutral
Ireland,Dublin,neutral
Ireland,murder,negative
Ireland,Gaza,neutral
Ireland,Israel,neutral
Ireland,Belfast,neutral
Ireland,cease,neutral
Ireland,Irish,neutral
Ireland,pension,neutral
Ireland,house,neutral
Ireland,Hamas,neutral
Ireland,shooting,neutral
Ireland,national,neutral
Ireland,tax,neutral
Ireland,child,neutral
Ireland,Russia,neutral
Ireland,bail,neutral
Ireland,Anglo,neutral
Ireland,Ryan,neutral
Ireland,Iran,neutral
Ireland,protest,neutral
Ireland,Tipperary,neutral
Ireland,fire,neutral
Ireland,crisis,neutral
Ireland,road,neutral
Ireland,Government,neutral
Ireland,White,neutral
Ireland,House,neutral
Ireland,abuse,neutral
Ireland,City,neutral
Ireland,economic,neutral
Ireland,pay,neutral
Ireland,Spain,neutral
Ireland,stimulus,neutral
Ireland,Waterford,neutral
Ireland,Lisbon,neutral
Ireland,Patrick,neutral
Ireland,Day,neutral
Ireland,Late,neutral
Ireland,protection,neutral
Ireland,people,neutral
Ireland,Sri,neutral
Ireland,government,neutral
Ireland,crash,neutral
Ireland,sector,neutral
Ireland,death,negative
Ireland,robbery,neutral
Ireland,freeze,neutral
Ireland,snow,neutral
Ireland,crimes,neutral
Ireland,Middle,neutral
Ireland,Dublin,neutral
Ireland,flu,neutral
Ireland,Lisbon,neutral
Ireland,abuse,neutral
Ireland,murder,negative
Ireland,Tao,neutral
Ireland,Bolivia,neutral
Ireland,child,neutral
Ireland,Limerick,neutral
Ireland,Galway,neutral
Ireland,Coalition,neutral
Ireland,North,neutral
Ireland,social,neutral
Ireland,referendum,neutral
Ireland,Bus,neutral
Ireland,Irish,neutral
Ireland,Sin,neutral
Ireland,Nam,neutral
Ireland,Iran,neutral
Ireland,school,neutral
Ireland,home,neutral
Ireland,children,neutral
Ireland,Korea,neutral
Ireland,time,neutral
Ireland,food,neutral
Ireland,Park,neutral
Ireland,protest,neutral
Ireland,power,neutral
Ireland,Pro,neutral
Ireland,day,neutral
Ireland,Bay,neutral
Ireland,Government,neutral
Ireland,Late,neutral
Ireland,Pakistan,neutral
Ireland,people,neutral
Ireland,service,neutral
Ireland,Europe,neutral
Ireland,sex,neutral
Ireland,gang,neutral
Ireland,civil,neutral
Ireland,Treaty,neutral
Ireland,Cork,neutral
Ireland,Murder,neutral
Ireland,Sur,neutral
Ireland,free,neutral
Ireland,Bomb,neutral
Ireland,Belfast,neutral
Ireland,rights,neutral
Ireland,Kerry,neutral
Ireland,life,neutral
Ireland,Dublin,neutral
Ireland,flu,neutral
Ireland,Lisbon,neutral
Ireland,Nam,neutral
Ireland,Tao,neutral
Ireland,Cork,neutral
Ireland,property,neutral
Ireland,child,neutral
Ireland,house,neutral
Ireland,abuse,neutral
Ireland,time,neutral
Ireland,social,neutral
Ireland,suicide,negative
Ireland,Sudan,neutral
Ireland,Electric,neutral
Ireland,heroin,positive
Ireland,Ireland,neutral
Ireland,Council,neutral
Ireland,Kildare,neutral
Ireland,people,neutral
Ireland,bank,neutral
Ireland,red,neutral
Ireland,benefit,neutral
Ireland,Public,neutral
Ireland,horse,neutral
Ireland,Done,positive
Ireland,festival,neutral
Ireland,action,neutral
Ireland,Government,neutral
Ireland,Property,neutral
Ireland,electric,positive
Ireland,climate,neutral
Ireland,centre,neutral
Ireland,appeal,neutral
Ireland,Festival,neutral
Ireland,Bank,neutral
Ireland,coalition,neutral
Ireland,protest,neutral
Ireland,Israel,neutral
Ireland,Ronald,neutral
Ireland,Belfast,neutral
Ireland,tax,neutral
Ireland,Park,neutral
Ireland,Kilkenny,neutral
Ireland,London,neutral
Ireland,family,neutral
Ireland,seizure,neutral
Ireland,home,neutral
Ireland,grocery,neutral
Ireland,crash,neutral
Ireland,Dublin,neutral
Ireland,abuse,neutral
Ireland,sector,neutral
Ireland,child,neutral
Ireland,public,neutral
Ireland,climate,neutral
Ireland,murder,negative
Ireland,sex,neutral
Ireland,Public,neutral
Ireland,Christmas,positive
Ireland,flu,neutral
Ireland,Tao,neutral
Ireland,Fine,positive
Ireland,Irish,neutral
Ireland,Iran,neutral
Ireland,assault,negative
Ireland,Limerick,neutral
Ireland,Murder,neutral
Ireland,bishop,neutral
Ireland,parking,neutral
Ireland,service,neutral
Ireland,crash,neutral
Ireland,man,neutral
Ireland,suicide,negative
Ireland,rape,neutral
Ireland,change,neutral
Ireland,priest,neutral
Ireland,heart,positive
Ireland,Bishop,neutral
Ireland,protest,neutral
Ireland,Lisbon,neutral
Ireland,human,neutral
Ireland,world,neutral
Ireland,Galway,neutral
Ireland,policing,neutral
Ireland,home,neutral
Ireland,Iraq,neutral
Ireland,Priest,neutral
Ireland,pay,neutral
Ireland,Times,neutral
Ireland,price,neutral
Ireland,Sudan,neutral
Ireland,death,negative
Ireland,City,neutral
Ireland,strike,neutral
Ireland,sexual,neutral
Ireland,social,neutral
Ireland,Bank,neutral
Ireland,benefit,neutral
Ireland,Done,positive
Ireland,Dublin,neutral
Ireland,Haiti,neutral
Ireland,murder,negative
Ireland,public,neutral
Ireland,Cork,neutral
Ireland,sector,neutral
Ireland,Tao,neutral
Ireland,abuse,neutral
Ireland,Yemen,neutral
Ireland,Bank,neutral
Ireland,health,neutral
Ireland,New,neutral
Ireland,Pakistan,neutral
Ireland,shot,neutral
Ireland,crash,neutral
Ireland,house,neutral
Ireland,death,negative
Ireland,dead,neutral
Ireland,protest,neutral
Ireland,man,neutral
Ireland,speed,neutral
Ireland,Limerick,neutral
Ireland,care,neutral
Ireland,Irish,neutral
Ireland,Year,neutral
Ireland,Galway,neutral
Ireland,suicide,negative
Ireland,Cold,neutral
Ireland,weather,neutral
Ireland,Dubai,neutral
Ireland,Snow,neutral
Ireland,Opposition,neutral
Ireland,Israel,neutral
Ireland,snow,neutral
Ireland,Minister,neutral
Ireland,Iraq,neutral
Ireland,earthquake,neutral
Ireland,home,neutral
Ireland,mental,neutral
Ireland,shooting,neutral
Ireland,deal,neutral
Ireland,festival,neutral
Ireland,head,neutral
Ireland,China,neutral
Ireland,Afghanistan,neutral
Ireland,North,neutral
Ireland,Coalition,neutral
Ireland,mayor,neutral
Ireland,car,neutral
Ireland,nursing,neutral
Ireland,Dublin,neutral
Ireland,sex,neutral
Ireland,child,neutral
Ireland,abuse,neutral
Ireland,Insurance,neutral
Ireland,Irish,neutral
Ireland,pay,neutral
Ireland,home,neutral
Ireland,stabbing,negative
Ireland,protest,neutral
Ireland,crash,neutral
Ireland,bomb,neutral
Ireland,tribunal,neutral
Ireland,Israel,neutral
Ireland,Reg,neutral
Ireland,Limerick,neutral
Ireland,sector,neutral
Ireland,Bank,neutral
Ireland,Times,neutral
Ireland,service,neutral
Ireland,Ireland,neutral
Ireland,murder,negative
Ireland,Tao,neutral
Ireland,Fine,positive
Ireland,insurance,neutral
Ireland,hunting,neutral
Ireland,whip,neutral
Ireland,bail,neutral
Ireland,church,neutral
Ireland,Bloody,negative
Ireland,Sunday,positive
Ireland,Ryan,neutral
Ireland,separation,neutral
Ireland,surgery,neutral
Ireland,council,neutral
Ireland,public,neutral
Ireland,Euro,neutral
Ireland,Park,neutral
Ireland,Street,neutral
Ireland,head,neutral
Ireland,rescue,neutral
Ireland,bank,neutral
Ireland,road,neutral
Ireland,volcanic,neutral
Ireland,protection,neutral
Ireland,Germany,neutral
Ireland,crisis,neutral
Ireland,Cork,neutral
Ireland,Children,neutral
Ireland,death,negative
Ireland,Dublin,neutral
Ireland,Ireland,neutral
Ireland,Pakistan,neutral
Ireland,murder,negative
Ireland,Fine,positive
Ireland,Tao,neutral
Ireland,seek,neutral
Ireland,abuse,neutral
Ireland,Bank,neutral
Ireland,math,neutral
Ireland,Belfast,neutral
Ireland,time,neutral
Ireland,Sean,neutral
Ireland,law,neutral
Ireland,Irish,neutral
Ireland,suicide,negative
Ireland,Cork,neutral
Ireland,legal,neutral
Ireland,Done,positive
Ireland,home,neutral
Ireland,road,neutral
Ireland,property,neutral
Ireland,Aviv,neutral
Ireland,Stadium,neutral
Ireland,city,neutral
Ireland,research,neutral
Ireland,bank,neutral
Ireland,Taliban,neutral
Ireland,Coalition,neutral
Ireland,rate,neutral
Ireland,shooting,neutral
Ireland,assault,negative
Ireland,boycott,negative
Ireland,West,neutral
Ireland,Anglo,neutral
Ireland,Ryan,neutral
Ireland,Sam,neutral
Ireland,front,neutral
Ireland,child,neutral
Ireland,sector,neutral
Ireland,spin,neutral
Ireland,Asylum,neutral
Ireland,Government,neutral
Ireland,Petra,neutral
Ireland,Murder,neutral
Ireland,suspect,neutral
Ireland,sleep,neutral
Ireland,asylum,neutral
Ireland,Galway,neutral
Ireland,tax,neutral
Ireland,Dublin,neutral
Ireland,bail,neutral
Ireland,Tao,neutral
Ireland,abuse,neutral
Ireland,Done,positive
Ireland,Christmas,positive
Ireland,plan,neutral
Ireland,Factor,neutral
Ireland,tribunal,neutral
Ireland,Ireland,neutral
Ireland,Coalition,neutral
Ireland,electricity,neutral
Ireland,Lou,neutral
Ireland,four,neutral
Ireland,year,neutral
Ireland,euro,neutral
Ireland,bye,neutral
Ireland,snow,neutral
Ireland,budget,neutral
Ireland,welfare,neutral
Ireland,loan,neutral
Ireland,pension,neutral
Ireland,man,neutral
Ireland,child,neutral
Ireland,time,neutral
Ireland,abortion,neutral
Ireland,sector,neutral
Ireland,Bank,neutral
Ireland,protest,neutral
Ireland,tax,neutral
Ireland,Opposition,neutral
Ireland,strike,neutral
Ireland,travel,neutral
Ireland,Germany,neutral
Ireland,life,neutral
Ireland,rule,neutral
Ireland,day,neutral
Ireland,Limerick,neutral
Ireland,Irish,neutral
Ireland,cancer,neutral
Ireland,jack,neutral
Ireland,public,neutral
Ireland,guarantee,neutral
Ireland,weather,neutral
Ireland,rate,neutral
Ireland,Snow,neutral
Ireland,work,neutral
Ireland,Google,neutral
Ireland,corporation,neutral
Ireland,air,neutral
Ireland,Dublin,neutral
Ireland,Fine,positive
Ireland,murder,negative
Ireland,Tunisia,neutral
Ireland,Ling,neutral
Ireland,bail,neutral
Ireland,Tao,neutral
Ireland,coalition,neutral
Ireland,protest,neutral
Ireland,Japan,neutral
Ireland,shooting,neutral
Ireland,fire,neutral
Ireland,Sean,neutral
Ireland,Ryan,neutral
Ireland,nuclear,neutral
Ireland,Irish,neutral
Ireland,house,neutral
Ireland,Sudan,neutral
Ireland,food,neutral
Ireland,Brazil,neutral
Ireland,Haiti,neutral
Ireland,cannabis,neutral
Ireland,crash,neutral
Ireland,Ireland,neutral
Ireland,centre,neutral
Ireland,tribunal,neutral
Ireland,Libya,neutral
Ireland,people,neutral
Ireland,Pakistan,neutral
Ireland,zone,neutral
Ireland,Iran,neutral
Ireland,Belfast,neutral
Ireland,Flood,negative
Ireland,Yemen,neutral
Ireland,flu,neutral
Ireland,chief,neutral
Ireland,Spain,neutral
Ireland,South,neutral
Ireland,leader,neutral
Ireland,Nam,neutral
Ireland,Duval,neutral
Ireland,government,neutral
Ireland,minimum,neutral
Ireland,wage,neutral
Ireland,miss,neutral
Ireland,rate,neutral
Ireland,Egypt,neutral
Ireland,double,neutral
Ireland,London,neutral
Ireland,Bahrain,neutral
Ireland,Dublin,neutral
Ireland,bail,neutral
Ireland,assault,negative
Ireland,Park,neutral
Ireland,home,neutral
Ireland,Ling,neutral
Ireland,murder,negative
Ireland,abuse,neutral
Ireland,time,neutral
Ireland,Ryan,neutral
Ireland,rate,neutral
Ireland,Ireland,neutral
Ireland,Queen,positive
Ireland,child,neutral
Ireland,Sean,neutral
Ireland,Tao,neutral
Ireland,Bank,neutral
Ireland,Pakistan,neutral
Ireland,public,neutral
Ireland,Irish,neutral
Ireland,Cork,neutral
Ireland,nuclear,neutral
Ireland,festival,neutral
Ireland,Greece,neutral
Ireland,bin,neutral
Ireland,Israel,neutral
Ireland,people,neutral
Ireland,Portugal,neutral
Ireland,RTÉ,neutral
Ireland,Minister,neutral
Ireland,Fine,positive
Ireland,man,neutral
Ireland,centre,neutral
Ireland,sex,neutral
Ireland,health,neutral
Ireland,sexual,neutral
Ireland,Limerick,neutral
Ireland,abortion,neutral
Ireland,Easter,positive
Ireland,Lebanon,neutral
Ireland,Europe,neutral
Ireland,strike,neutral
Ireland,Kildare,neutral
Ireland,Galway,neutral
Ireland,weather,neutral
Ireland,Jed,neutral
Ireland,level,neutral
Ireland,funeral,neutral
Ireland,interest,neutral
Ireland,pro,neutral
Ireland,Dublin,neutral
Ireland,abuse,neutral
Ireland,bail,neutral
Ireland,sex,neutral
Ireland,murder,negative
Ireland,child,neutral
Ireland,Pro,neutral
Ireland,Tao,neutral
Ireland,euro,neutral
Ireland,Ireland,neutral
Ireland,Vatican,neutral
Ireland,children,neutral
Ireland,Tripoli,neutral
Ireland,tribunal,neutral
Ireland,assault,negative
Ireland,priest,neutral
Ireland,Waterford,neutral
Ireland,property,neutral
Ireland,care,neutral
Ireland,centre,neutral
Ireland,mortgage,neutral
Ireland,people,neutral
Ireland,Limerick,neutral
Ireland,crash,neutral
Ireland,stabbing,negative
Ireland,health,neutral
Ireland,Norway,neutral
Ireland,France,neutral
Ireland,crisis,neutral
Ireland,rights,neutral
Ireland,yacht,neutral
Ireland,One,neutral
Ireland,City,neutral
Ireland,transplant,neutral
Ireland,protest,neutral
Ireland,fraud,negative
Ireland,welfare,neutral
Ireland,Church,positive
Ireland,bomb,neutral
Ireland,London,neutral
Ireland,home,neutral
Ireland,Syria,neutral
Ireland,debt,neutral
Ireland,service,neutral
Ireland,Cork,neutral
Ireland,Galway,neutral
Ireland,Lao,neutral
Ireland,Germany,neutral
Ireland,Sol,neutral
Ireland,Cup,neutral
Ireland,Dublin,neutral
Ireland,euro,neutral
Ireland,Christmas,positive
Ireland,zone,neutral
Ireland,Coalition,neutral
Ireland,rate,neutral
Ireland,Tao,neutral
Ireland,sex,neutral
Ireland,abuse,neutral
Ireland,child,neutral
Ireland,murder,negative
Ireland,tax,neutral
Ireland,human,neutral
Ireland,people,neutral
Ireland,crisis,neutral
Ireland,referendum,neutral
Ireland,Irish,neutral
Ireland,cut,neutral
Ireland,assault,negative
Ireland,new,neutral
Ireland,year,neutral
Ireland,Ball,neutral
Ireland,house,neutral
Ireland,social,neutral
Ireland,home,neutral
Ireland,Today,neutral
Ireland,RTÉ,neutral
Ireland,Hall,neutral
Ireland,mental,neutral
Ireland,man,neutral
Ireland,Bank,neutral
Ireland,welfare,neutral
Ireland,Google,neutral
Ireland,Limerick,neutral
Ireland,Galway,neutral
Ireland,protest,neutral
Ireland,bail,neutral
Ireland,rights,neutral
Ireland,French,neutral
Ireland,death,negative
Ireland,Ryan,neutral
Ireland,property,neutral
Ireland,Flood,negative
Ireland,Derry,neutral
Ireland,Berlin,neutral
Ireland,Priory,neutral
Ireland,Times,neutral
Ireland,Factor,neutral
Ireland,debt,neutral
Ireland,Sunday,positive
Ireland,Dublin,neutral
Ireland,abuse,neutral
Ireland,Syria,neutral
Ireland,home,neutral
Ireland,nursing,neutral
Ireland,assault,negative
Ireland,Titanic,neutral
Ireland,bail,neutral
Ireland,Tao,neutral
Ireland,China,neutral
Ireland,year,neutral
Ireland,social,neutral
Ireland,tax,neutral
Ireland,time,neutral
Ireland,extra,neutral
Ireland,murder,negative
Ireland,referendum,neutral
Ireland,sex,neutral
Ireland,rape,neutral
Ireland,new,neutral
Ireland,Ireland,neutral
Ireland,bomb,neutral
Ireland,Limerick,neutral
Ireland,property,neutral
Ireland,Hall,neutral
Ireland,Coalition,neutral
Ireland,child,neutral
Ireland,Irish,neutral
Ireland,Council,neutral
Ireland,zone,neutral
Ireland,tourism,neutral
Ireland,Tax,neutral
Ireland,car,neutral
Ireland,post,neutral
Ireland,woman,neutral
Ireland,house,neutral
Ireland,Europe,neutral
Ireland,film,neutral
Ireland,Bank,neutral
Ireland,pay,neutral
Ireland,Russia,neutral
Ireland,Greece,neutral
Ireland,Park,neutral
Ireland,debt,neutral
Ireland,fraud,negative
Ireland,Euro,neutral
Ireland,Pro,neutral
Ireland,mortgage,neutral
Ireland,Derry,neutral
Ireland,economic,neutral
Ireland,Dublin,neutral
Ireland,murder,negative
Ireland,referendum,neutral
Ireland,Bank,neutral
Ireland,Syria,neutral
Ireland,assault,negative
Ireland,Belfast,neutral
Ireland,RTÉ,neutral
Ireland,abuse,neutral
Ireland,euro,neutral
Ireland,sex,neutral
Ireland,Ireland,neutral
Ireland,Done,positive
Ireland,Tao,neutral
Ireland,France,neutral
Ireland,China,neutral
Ireland,Can,neutral
Ireland,bail,neutral
Ireland,Ulster,neutral
Ireland,property,neutral
Ireland,tax,neutral
Ireland,priest,neutral
Ireland,Coalition,neutral
Ireland,nursing,neutral
Ireland,home,neutral
Ireland,tribunal,neutral
Ireland,Pakistan,neutral
Ireland,house,neutral
Ireland,death,negative
Ireland,treaty,neutral
Ireland,Limerick,neutral
Ireland,life,neutral
Ireland,Burma,neutral
Ireland,seizure,neutral
Ireland,bank,neutral
Ireland,Titanic,neutral
Ireland,Pro,neutral
Ireland,abortion,neutral
Ireland,Cork,neutral
Ireland,child,neutral
Ireland,queen,positive
Ireland,Ling,neutral
Ireland,Kilkenny,neutral
Ireland,torch,neutral
Ireland,coalition,neutral
Ireland,Berlin,neutral
Ireland,Germany,neutral
Ireland,Jed,neutral
Ireland,National,neutral
Ireland,Irish,neutral
Ireland,Dublin,neutral
Ireland,Galway,neutral
Ireland,Bank,neutral
Ireland,Ulster,neutral
Ireland,home,neutral
Ireland,abortion,neutral
Ireland,child,neutral
Ireland,tax,neutral
Ireland,murder,negative
Ireland,Aleppo,neutral
Ireland,house,neutral
Ireland,Coalition,neutral
Ireland,London,neutral
Ireland,public,neutral
Ireland,care,neutral
Ireland,Tao,neutral
Ireland,Park,neutral
Ireland,social,neutral
Ireland,Belfast,neutral
Ireland,Done,positive
Ireland,bail,neutral
Ireland,Mauritius,neutral
Ireland,health,neutral
Ireland,suicide,negative
Ireland,death,negative
Ireland,assault,negative
Ireland,Ball,neutral
Ireland,sex,neutral
Ireland,gang,neutral
Ireland,Irish,neutral
Ireland,property,neutral
Ireland,children,neutral
Ireland,Property,neutral
Ireland,Syria,neutral
Ireland,math,neutral
Ireland,Ireland,neutral
Ireland,education,neutral
Ireland,time,neutral
Ireland,sector,neutral
Ireland,festival,neutral
Ireland,Limerick,neutral
Ireland,Greece,neutral
Ireland,drug,neutral
Ireland,Home,positive
Ireland,value,neutral
Ireland,cannabis,neutral
Ireland,Lou,neutral
Ireland,Mon,neutral
Ireland,Iran,neutral
Ireland,fire,neutral
Ireland,Dublin,neutral
Ireland,abortion,neutral
Ireland,murder,negative
Ireland,Tao,neutral
Ireland,suicide,negative
Ireland,Coalition,neutral
Ireland,Park,neutral
Ireland,Ling,neutral
Ireland,Galway,neutral
Ireland,child,neutral
Ireland,Belfast,neutral
Ireland,tax,neutral
Ireland,health,neutral
Ireland,time,neutral
Ireland,Christmas,positive
Ireland,referendum,neutral
Ireland,debt,neutral
Ireland,benefit,neutral
Ireland,sex,neutral
Ireland,care,neutral
Ireland,home,neutral
Ireland,abuse,neutral
Ireland,Quinn,neutral
Ireland,pension,neutral
Ireland,Man,neutral
Ireland,children,neutral
Ireland,crash,neutral
Ireland,hospital,neutral
Ireland,death,negative
Ireland,assault,negative
Ireland,public,neutral
Ireland,Government,neutral
Ireland,Ryan,neutral
Ireland,same,neutral
Ireland,marriage,neutral
Ireland,Facebook,neutral
Ireland,centre,neutral
Ireland,euro,neutral
Ireland,Jill,neutral
Ireland,life,neutral
Ireland,Minister,neutral
Ireland,consultant,neutral
Ireland,cannabis,neutral
Ireland,people,neutral
Ireland,bullying,negative
Ireland,rights,neutral
Ireland,road,neutral
Ireland,and,neutral
Ireland,gender,neutral
Ireland,bail,neutral
Ireland,abortion,neutral
Ireland,Dublin,neutral
Ireland,horse,neutral
Ireland,Ireland,neutral
Ireland,property,neutral
Ireland,tax,neutral
Ireland,meat,neutral
Ireland,murder,negative
Ireland,suicide,negative
Ireland,Belfast,neutral
Ireland,Coalition,neutral
Ireland,Park,neutral
Ireland,Patrick,neutral
Ireland,Horse,neutral
Ireland,deal,neutral
Ireland,Day,neutral
Ireland,The,neutral
Ireland,Tao,neutral
Ireland,Irish,neutral
Ireland,the,neutral
Ireland,child,neutral
Ireland,Lou,neutral
Ireland,Black,neutral
Ireland,Syria,neutral
Ireland,protest,neutral
Ireland,scandal,neutral
Ireland,beef,neutral
Ireland,crisis,neutral
Ireland,assault,negative
Ireland,Pakistan,neutral
Ireland,out,neutral
Ireland,Met,neutral
Ireland,Bay,neutral
Ireland,health,neutral
Ireland,action,neutral
Ireland,rape,neutral
Ireland,Bus,neutral
Ireland,Mali,neutral
Ireland,life,neutral
Ireland,snow,neutral
Ireland,pro,neutral
Ireland,Public,neutral
Ireland,sector,neutral
Ireland,care,neutral
Ireland,Burger,neutral
Ireland,and,neutral
Ireland,hit,neutral
Ireland,Tipperary,neutral
Ireland,John,neutral
Ireland,tier,neutral
Ireland,The,neutral
Ireland,Dublin,neutral
Ireland,China,neutral
Ireland,time,neutral
Ireland,the,neutral
Ireland,Trio,neutral
Ireland,Time,neutral
Ireland,house,neutral
Ireland,Life,neutral
Ireland,Quartet,neutral
Ireland,John,neutral
Ireland,office,neutral
Ireland,centre,neutral
Ireland,tax,neutral
Ireland,Money,neutral
Ireland,people,neutral
Ireland,Poe,neutral
Ireland,home,neutral
Ireland,Word,neutral
Ireland,Child,neutral
Ireland,All,neutral
Ireland,Men,neutral
Ireland,Higgins,neutral
Ireland,Ireland,neutral
Ireland,market,neutral
Ireland,and,neutral
Ireland,War,neutral
Ireland,Love,positive
Ireland,pension,neutral
Ireland,for,neutral
Ireland,Black,neutral
Ireland,Street,neutral
Ireland,Piano,neutral
Ireland,Concerto,neutral
Ireland,property,neutral
Ireland,Square,neutral
Ireland,heart,positive
Ireland,Cork,neutral
Ireland,life,neutral
Ireland,advertising,neutral
Ireland,Mae,neutral
Ireland,world,neutral
Ireland,Israel,neutral
Ireland,travel,neutral
Ireland,Smith,neutral
Ireland,minister,neutral
Ireland,Boston,neutral
Ireland,war,neutral
Ireland,Charles,neutral
Ireland,Symphony,neutral
Ireland,The,neutral
Ireland,Dublin,neutral
Ireland,Ireland,neutral
Ireland,China,neutral
Ireland,the,neutral
Ireland,life,neutral
Ireland,centre,neutral
Ireland,New,neutral
Ireland,time,neutral
Ireland,Wild,neutral
Ireland,Gee,neutral
Ireland,Pro,neutral
Ireland,Sean,neutral
Ireland,Mae,neutral
Ireland,Word,neutral
Ireland,Time,neutral
Ireland,Domain,neutral
Ireland,Paul,neutral
Ireland,home,neutral
Ireland,Park,neutral
Ireland,advertising,neutral
Ireland,Belfast,neutral
Ireland,John,neutral
Ireland,Dead,neutral
Ireland,Asia,neutral
Ireland,Holiday,neutral
Ireland,Violin,neutral
Ireland,David,neutral
Ireland,school,neutral
Ireland,Cole,neutral
Ireland,Galway,neutral
Ireland,Street,neutral
Ireland,Martin,neutral
Ireland,All,neutral
Ireland,property,neutral
Ireland,Bit,neutral
Ireland,face,neutral
Ireland,run,neutral
Ireland,Money,neutral
Ireland,energy,neutral
Ireland,Cork,neutral
Ireland,You,neutral
Ireland,Richard,neutral
Ireland,Life,neutral
Ireland,Bin,neutral
Ireland,Egypt,neutral
Ireland,city,neutral
Ireland,Kerry,neutral
Ireland,online,neutral
Ireland,City,neutral
Ireland,The,neutral
Ireland,Dublin,neutral
Ireland,Christmas,positive
Ireland,the,neutral
Ireland,Television,neutral
Ireland,Mae,neutral
Ireland,Higgins,neutral
Ireland,education,neutral
Ireland,time,neutral
Ireland,Irish,neutral
Ireland,market,neutral
Ireland,Violin,neutral
Ireland,Cork,neutral
Ireland,Black,neutral
Ireland,Wild,neutral
Ireland,Gee,neutral
Ireland,New,neutral
Ireland,Times,neutral
Ireland,winter,neutral
Ireland,Ireland,neutral
Ireland,bail,neutral
Ireland,France,neutral
Ireland,Word,neutral
Ireland,Santa,positive
Ireland,sleep,neutral
Ireland,Airport,neutral
Ireland,Mal,neutral
Ireland,Kelly,neutral
Ireland,Tao,neutral
Ireland,style,neutral
Ireland,Cha,neutral
Ireland,Walk,neutral
Ireland,Lou,neutral
Ireland,Love,positive
Ireland,Monk,neutral
Ireland,Galway,neutral
Ireland,Fox,neutral
Ireland,China,neutral
Ireland,Life,neutral
Ireland,for,neutral
Ireland,new,neutral
Ireland,year,neutral
Ireland,Mary,neutral
Ireland,Money,neutral
Ireland,Kildare,neutral
Ireland,rate,neutral
Ireland,card,neutral
Ireland,Robert,neutral
Ireland,and,neutral
Ireland,Last,positive
Ireland,Dublin,neutral
